audition_id,requirement_id,talent_id,audition_date,audition_format,technical_score,artistic_score,response_to_direction_score,safety_awareness_score,panel_score,audition_outcome,panel_notes
AUD-002643,REQ-0094,TAL-0487,2026-07-15,Technical Assessment,100.0,84.2,97.9,83.7,91.97,Pass,Strong fit for the production vocabulary.
AUD-002644,REQ-0094,TAL-0356,2026-07-16,In Person,98.0,82.4,98.9,85.3,91.08,Pass,Does not yet meet the production-specific performance threshold.
AUD-002645,REQ-0094,TAL-0197,2026-07-16,Live Video,79.5,83.2,82.5,81.3,81.55,Pass,Good ensemble awareness and reliable preparation.
AUD-002646,REQ-0094,TAL-0207,2026-07-15,Technical Assessment,66.7,73.3,69.7,69.4,69.86,Pass,Further assessment recommended before final casting.
AUD-002647,REQ-0094,TAL-0175,2026-07-16,Live Video,100.0,82.8,84.1,72.0,87.37,Pass,Good ensemble awareness and reliable preparation.
AUD-002648,REQ-0094,TAL-0278,2026-07-14,In Person,70.7,83.9,79.4,63.6,75.76,Pass,Good ensemble awareness and reliable preparation.
AUD-002649,REQ-0094,TAL-0421,2026-07-18,Live Video,100.0,100.0,85.7,81.6,94.85,Pass,Further assessment recommended before final casting.
AUD-002650,REQ-0094,TAL-0103,2026-07-18,Live Video,74.6,92.5,79.2,80.6,82.35,Pass,Good ensemble awareness and reliable preparation.
AUD-002651,REQ-0096,TAL-0149,2026-07-25,In Person,82.1,100.0,87.2,77.5,88.46,Pass,Technically capable with minor coaching needs.
AUD-002652,REQ-0096,TAL-0294,2026-07-25,Self-Tape,84.8,100.0,77.7,93.7,89.94,Pass,Does not yet meet the production-specific performance threshold.
AUD-002653,REQ-0096,TAL-0326,2026-07-27,Self-Tape,61.8,70.5,90.7,86.9,73.47,Pass,Good ensemble awareness and reliable preparation.
AUD-002654,REQ-0096,TAL-0293,2026-07-28,Self-Tape,82.9,100.0,88.9,92.6,91.15,Pass,Good ensemble awareness and reliable preparation.
AUD-002655,REQ-0096,TAL-0384,2026-07-27,In Person,96.2,88.0,79.3,60.2,85.33,Pass,Does not yet meet the production-specific performance threshold.
AUD-002656,REQ-0096,TAL-0445,2026-07-25,Live Video,84.0,90.4,79.0,88.6,85.92,Pass,Good ensemble awareness and reliable preparation.
AUD-002657,REQ-0096,TAL-0027,2026-07-28,Self-Tape,90.4,81.5,85.0,88.8,86.18,Pass,Further assessment recommended before final casting.
AUD-002658,REQ-0096,TAL-0157,2026-07-24,Self-Tape,61.7,95.9,85.8,87.3,81.25,Pass,Does not yet meet the production-specific performance threshold.
AUD-002659,REQ-0096,TAL-0187,2026-07-27,Live Video,81.1,82.5,70.8,75.5,78.94,Pass,Does not yet meet the production-specific performance threshold.
AUD-002660,REQ-0096,TAL-0158,2026-07-28,Self-Tape,88.8,91.9,82.6,81.0,87.65,Pass,Good ensemble awareness and reliable preparation.
AUD-002661,REQ-0096,TAL-0055,2026-07-26,Self-Tape,77.3,81.9,82.0,25.0,72.39,Pass,Further assessment recommended before final casting.
AUD-002662,REQ-0096,TAL-0405,2026-07-24,Live Video,97.1,100.0,100.0,92.3,97.94,Pass,Good ensemble awareness and reliable preparation.
AUD-002663,REQ-0096,TAL-0168,2026-07-28,In Person,96.4,100.0,91.8,82.1,94.79,Pass,Does not yet meet the production-specific performance threshold.
AUD-002664,REQ-0096,TAL-0092,2026-07-25,In Person,97.4,96.0,84.4,100.0,94.95,Pass,Strong fit for the production vocabulary.
AUD-002665,REQ-0096,TAL-0471,2026-07-28,Self-Tape,99.6,86.5,70.2,81.6,87.33,Pass,Further assessment recommended before final casting.
AUD-002666,REQ-0096,TAL-0378,2026-07-24,In Person,97.1,100.0,80.8,97.8,95.25,Pass,Good ensemble awareness and reliable preparation.
AUD-002667,REQ-0096,TAL-0225,2026-07-24,In Person,89.9,91.4,92.9,73.8,88.7,Pass,Further assessment recommended before final casting.
AUD-002668,REQ-0096,TAL-0281,2026-07-24,In Person,79.7,78.0,88.2,25.0,72.99,Pass,Technically capable with minor coaching needs.
AUD-002669,REQ-0096,TAL-0485,2026-07-24,Live Video,100.0,80.7,85.5,81.2,88.2,Pass,Technically capable with minor coaching needs.
AUD-002670,REQ-0096,TAL-0076,2026-07-24,Live Video,93.3,76.5,74.6,77.9,82.07,Pass,Further assessment recommended before final casting.
AUD-002671,REQ-0096,TAL-0425,2026-07-28,Self-Tape,94.4,98.5,70.4,88.2,90.61,Pass,Good ensemble awareness and reliable preparation.
AUD-002672,REQ-0096,TAL-0274,2026-07-24,In Person,100.0,85.9,75.7,79.7,87.99,Pass,Does not yet meet the production-specific performance threshold.
AUD-002673,REQ-0096,TAL-0317,2026-07-24,Live Video,61.3,76.7,79.4,88.5,73.6,Pass,Further assessment recommended before final casting.
AUD-002674,REQ-0096,TAL-0410,2026-07-27,In Person,100.0,100.0,85.4,91.6,96.2,Pass,Does not yet meet the production-specific performance threshold.
AUD-002675,REQ-0096,TAL-0098,2026-07-25,In Person,100.0,89.0,83.0,98.6,93.0,Pass,Further assessment recommended before final casting.
AUD-002676,REQ-0096,TAL-0124,2026-07-26,Self-Tape,95.2,92.8,90.8,95.8,93.68,Pass,Further assessment recommended before final casting.
AUD-002677,REQ-0096,TAL-0005,2026-07-28,In Person,87.1,100.0,83.2,92.6,91.55,Pass,Strong fit for the production vocabulary.
AUD-002678,REQ-0096,TAL-0106,2026-07-25,Self-Tape,100.0,100.0,100.0,80.6,97.28,Pass,Further assessment recommended before final casting.
AUD-002679,REQ-0096,TAL-0394,2026-07-27,Self-Tape,96.3,92.2,85.8,100.0,93.53,Pass,Technically capable with minor coaching needs.
AUD-002680,REQ-0096,TAL-0304,2026-07-27,Self-Tape,72.8,71.5,78.0,90.9,75.83,Pass,Good ensemble awareness and reliable preparation.
AUD-002681,REQ-0096,TAL-0393,2026-07-25,In Person,82.1,78.4,81.7,77.7,80.15,Pass,Technically capable with minor coaching needs.
AUD-002682,REQ-0096,TAL-0036,2026-07-28,Live Video,82.7,75.4,75.4,88.6,79.73,Pass,Further assessment recommended before final casting.
AUD-002683,REQ-0096,TAL-0086,2026-07-27,In Person,59.9,79.1,51.0,81.3,67.82,Hold,Further assessment recommended before final casting.
AUD-002684,REQ-0096,TAL-0243,2026-07-25,Live Video,91.0,84.3,94.7,87.9,88.95,Pass,Further assessment recommended before final casting.
AUD-002685,REQ-0096,TAL-0462,2026-07-27,Self-Tape,67.0,88.4,71.5,91.6,78.53,Pass,Good ensemble awareness and reliable preparation.
AUD-002686,REQ-0096,TAL-0011,2026-07-26,In Person,93.0,91.5,71.8,81.6,87.08,Pass,Does not yet meet the production-specific performance threshold.
AUD-002687,REQ-0096,TAL-0403,2026-07-26,Self-Tape,100.0,66.3,71.5,94.7,82.67,Pass,Good ensemble awareness and reliable preparation.
AUD-002688,REQ-0096,TAL-0183,2026-07-27,Live Video,80.2,100.0,86.0,79.3,87.85,Pass,Strong fit for the production vocabulary.
AUD-002689,REQ-0096,TAL-0430,2026-07-25,Live Video,81.0,80.3,94.3,80.9,83.14,Pass,Technically capable with minor coaching needs.
AUD-002690,REQ-0096,TAL-0260,2026-07-25,Live Video,68.0,78.9,65.8,94.6,75.03,Pass,Strong fit for the production vocabulary.
AUD-002691,REQ-0096,TAL-0065,2026-07-25,In Person,81.0,63.4,80.5,76.8,74.34,Pass,Good ensemble awareness and reliable preparation.
AUD-002692,REQ-0096,TAL-0226,2026-07-28,In Person,89.2,80.6,81.9,87.7,84.75,Pass,Technically capable with minor coaching needs.
AUD-002693,REQ-0096,TAL-0122,2026-07-28,Live Video,67.7,81.9,76.6,25.0,68.15,Hold,Strong fit for the production vocabulary.
AUD-002694,REQ-0096,TAL-0101,2026-07-28,Live Video,79.4,86.0,74.9,80.8,81.03,Pass,Technically capable with minor coaching needs.
AUD-002695,REQ-0096,TAL-0128,2026-07-26,Self-Tape,86.4,88.8,64.3,90.8,83.85,Pass,Technically capable with minor coaching needs.
AUD-002696,REQ-0096,TAL-0160,2026-07-27,In Person,96.3,89.6,79.0,80.2,88.65,Pass,Strong fit for the production vocabulary.
AUD-002697,REQ-0096,TAL-0059,2026-07-28,Self-Tape,88.6,78.5,66.7,83.1,80.45,Pass,Technically capable with minor coaching needs.
AUD-002698,REQ-0096,TAL-0195,2026-07-24,In Person,68.8,97.2,92.8,90.8,85.86,Pass,Good ensemble awareness and reliable preparation.
AUD-002699,REQ-0096,TAL-0211,2026-07-24,Technical Assessment,72.3,82.0,77.6,79.4,77.55,Pass,Technically capable with minor coaching needs.
AUD-002700,REQ-0096,TAL-0244,2026-07-24,Live Video,91.2,87.3,77.4,63.9,83.57,Pass,Further assessment recommended before final casting.
AUD-002701,REQ-0098,TAL-0399,2026-07-19,In Person,100.0,94.2,95.8,85.0,95.17,Pass,Technically capable with minor coaching needs.
AUD-002702,REQ-0098,TAL-0307,2026-07-20,In Person,84.9,100.0,70.3,72.0,85.6,Pass,Technically capable with minor coaching needs.
AUD-002703,REQ-0098,TAL-0286,2026-07-20,Live Video,68.4,84.7,79.0,92.9,79.28,Pass,Strong fit for the production vocabulary.
AUD-002704,REQ-0098,TAL-0430,2026-07-17,Technical Assessment,96.3,86.3,85.2,85.1,89.33,Pass,Good ensemble awareness and reliable preparation.
AUD-002705,REQ-0098,TAL-0167,2026-07-19,Self-Tape,85.7,90.7,89.5,82.2,87.59,Pass,Further assessment recommended before final casting.
AUD-002706,REQ-0098,TAL-0305,2026-07-18,Technical Assessment,90.7,94.6,78.3,25.0,80.6,Pass,Does not yet meet the production-specific performance threshold.
AUD-002707,REQ-0098,TAL-0461,2026-07-17,Live Video,98.7,88.9,69.0,92.1,89.1,Pass,Strong fit for the production vocabulary.
AUD-002708,REQ-0098,TAL-0097,2026-07-20,Live Video,88.1,92.5,75.6,84.0,86.77,Pass,Does not yet meet the production-specific performance threshold.
AUD-002709,REQ-0098,TAL-0218,2026-07-20,In Person,90.2,71.0,65.4,74.8,77.05,Hold,Good ensemble awareness and reliable preparation.
AUD-002710,REQ-0098,TAL-0465,2026-07-20,Live Video,92.1,81.3,65.7,81.3,82.16,Pass,Further assessment recommended before final casting.
AUD-002711,REQ-0098,TAL-0323,2026-07-16,Technical Assessment,83.2,75.1,85.6,25.0,72.73,Hold,Technically capable with minor coaching needs.
AUD-002712,REQ-0098,TAL-0322,2026-07-16,Self-Tape,100.0,85.6,100.0,80.4,92.36,Pass,Further assessment recommended before final casting.
AUD-002713,REQ-0098,TAL-0181,2026-07-18,In Person,60.2,61.4,72.3,89.6,66.9,Fail,Does not yet meet the production-specific performance threshold.
AUD-002714,REQ-0098,TAL-0467,2026-07-20,Self-Tape,90.4,100.0,88.8,87.7,93.0,Pass,Does not yet meet the production-specific performance threshold.
AUD-002715,REQ-0098,TAL-0353,2026-07-16,Self-Tape,78.6,93.5,90.0,78.8,85.75,Pass,Does not yet meet the production-specific performance threshold.
AUD-002716,REQ-0098,TAL-0257,2026-07-18,Live Video,85.7,74.3,78.9,73.8,78.93,Pass,Good ensemble awareness and reliable preparation.
AUD-002717,REQ-0098,TAL-0021,2026-07-18,In Person,67.9,86.7,81.8,88.9,79.73,Pass,Technically capable with minor coaching needs.
AUD-002718,REQ-0098,TAL-0004,2026-07-20,Self-Tape,88.0,76.1,75.7,89.2,81.91,Pass,Does not yet meet the production-specific performance threshold.
AUD-002719,REQ-0098,TAL-0398,2026-07-16,Live Video,50.6,87.5,82.4,83.8,73.52,Hold,Does not yet meet the production-specific performance threshold.
AUD-002720,REQ-0098,TAL-0159,2026-07-16,Live Video,80.5,74.0,92.7,96.8,82.77,Pass,Does not yet meet the production-specific performance threshold.
AUD-002721,REQ-0098,TAL-0444,2026-07-17,Live Video,71.4,94.4,72.1,84.2,81.14,Pass,Technically capable with minor coaching needs.
AUD-002722,REQ-0098,TAL-0287,2026-07-19,Technical Assessment,87.1,95.2,76.7,77.0,86.57,Pass,Strong fit for the production vocabulary.
AUD-002723,REQ-0098,TAL-0052,2026-07-19,Live Video,67.6,82.6,62.3,80.7,73.58,Hold,Further assessment recommended before final casting.
AUD-002724,REQ-0098,TAL-0108,2026-07-16,Self-Tape,81.2,79.1,88.4,74.4,80.83,Pass,Strong fit for the production vocabulary.
AUD-002725,REQ-0098,TAL-0255,2026-07-16,Live Video,59.4,85.2,84.4,89.5,76.89,Hold,Strong fit for the production vocabulary.
AUD-002726,REQ-0098,TAL-0371,2026-07-16,Technical Assessment,92.3,75.9,86.6,90.7,85.47,Pass,Does not yet meet the production-specific performance threshold.
AUD-002727,REQ-0098,TAL-0184,2026-07-17,Technical Assessment,75.8,86.6,67.0,75.1,77.79,Hold,Strong fit for the production vocabulary.
AUD-002728,REQ-0098,TAL-0011,2026-07-20,In Person,99.8,97.0,100.0,91.3,97.69,Pass,Further assessment recommended before final casting.
AUD-002729,REQ-0098,TAL-0242,2026-07-18,Self-Tape,67.8,77.5,82.5,71.9,74.32,Hold,Further assessment recommended before final casting.
AUD-002730,REQ-0098,TAL-0433,2026-07-19,Live Video,75.1,68.1,59.4,96.5,72.89,Hold,Further assessment recommended before final casting.
AUD-002731,REQ-0098,TAL-0210,2026-07-16,In Person,86.2,82.8,87.4,90.6,85.88,Pass,Does not yet meet the production-specific performance threshold.
AUD-002732,REQ-0098,TAL-0440,2026-07-19,In Person,69.8,93.9,75.3,68.7,78.83,Pass,Further assessment recommended before final casting.
AUD-002733,REQ-0098,TAL-0320,2026-07-17,In Person,80.4,89.6,70.0,89.6,82.94,Pass,Strong fit for the production vocabulary.
AUD-002734,REQ-0098,TAL-0002,2026-07-17,Technical Assessment,63.7,89.9,77.3,76.2,76.81,Hold,Technically capable with minor coaching needs.
AUD-002735,REQ-0098,TAL-0053,2026-07-17,In Person,86.5,98.8,91.3,78.4,90.41,Pass,Strong fit for the production vocabulary.
AUD-002736,REQ-0098,TAL-0261,2026-07-16,In Person,67.8,72.1,71.7,78.6,71.48,Hold,Does not yet meet the production-specific performance threshold.
AUD-002737,REQ-0098,TAL-0365,2026-07-20,Technical Assessment,89.9,97.8,88.5,84.8,91.62,Pass,Further assessment recommended before final casting.
AUD-002738,REQ-0098,TAL-0049,2026-07-17,Live Video,88.8,85.9,86.3,25.0,78.43,Pass,Strong fit for the production vocabulary.
AUD-002739,REQ-0098,TAL-0466,2026-07-18,In Person,75.5,80.9,83.3,91.2,80.94,Pass,Strong fit for the production vocabulary.
AUD-002740,REQ-0098,TAL-0037,2026-07-19,Technical Assessment,90.6,96.9,83.1,80.7,90.01,Pass,Strong fit for the production vocabulary.
AUD-002741,REQ-0098,TAL-0050,2026-07-16,In Person,90.7,77.6,86.6,92.0,85.69,Pass,Good ensemble awareness and reliable preparation.
AUD-002742,REQ-0098,TAL-0012,2026-07-19,Technical Assessment,59.1,73.0,76.8,77.9,69.64,Fail,Strong fit for the production vocabulary.
AUD-002743,REQ-0098,TAL-0145,2026-07-18,Self-Tape,85.6,100.0,90.1,74.7,89.78,Pass,Does not yet meet the production-specific performance threshold.
AUD-002744,REQ-0098,TAL-0386,2026-07-16,Technical Assessment,75.2,68.0,95.3,25.0,69.34,Fail,Strong fit for the production vocabulary.
AUD-002745,REQ-0098,TAL-0422,2026-07-20,Self-Tape,90.7,89.7,86.2,85.7,88.85,Pass,Further assessment recommended before final casting.
AUD-002746,REQ-0098,TAL-0380,2026-07-19,Self-Tape,66.6,67.1,75.2,93.9,72.14,Hold,Does not yet meet the production-specific performance threshold.
AUD-002747,REQ-0098,TAL-0329,2026-07-18,In Person,94.8,72.7,83.7,77.3,82.84,Pass,Good ensemble awareness and reliable preparation.
AUD-002748,REQ-0098,TAL-0013,2026-07-17,Technical Assessment,100.0,75.4,78.1,89.9,86.28,Pass,Technically capable with minor coaching needs.
AUD-002749,REQ-0098,TAL-0173,2026-07-18,Live Video,93.1,81.1,88.6,78.2,86.12,Pass,Technically capable with minor coaching needs.
AUD-002750,REQ-0098,TAL-0476,2026-07-20,In Person,91.8,83.9,68.5,81.5,83.48,Pass,Good ensemble awareness and reliable preparation.
AUD-002751,REQ-0099,TAL-0257,2026-07-13,Live Video,80.7,73.8,75.7,81.6,77.58,Hold,Further assessment recommended before final casting.
AUD-002752,REQ-0099,TAL-0371,2026-07-14,In Person,82.6,79.4,87.0,98.5,84.53,Pass,Further assessment recommended before final casting.
AUD-002753,REQ-0099,TAL-0097,2026-07-12,In Person,99.1,90.3,90.1,70.6,90.5,Pass,Does not yet meet the production-specific performance threshold.
AUD-002754,REQ-0099,TAL-0256,2026-07-16,Self-Tape,91.0,100.0,92.6,94.7,94.87,Pass,Strong fit for the production vocabulary.
AUD-002755,REQ-0099,TAL-0467,2026-07-16,Live Video,92.7,84.1,97.5,82.5,89.21,Pass,Strong fit for the production vocabulary.
AUD-002756,REQ-0099,TAL-0431,2026-07-14,Live Video,82.4,67.7,66.3,98.5,76.76,Hold,Strong fit for the production vocabulary.
AUD-002757,REQ-0099,TAL-0444,2026-07-14,In Person,81.4,94.1,75.7,93.8,86.43,Pass,Does not yet meet the production-specific performance threshold.
AUD-002758,REQ-0099,TAL-0130,2026-07-12,In Person,95.5,92.7,64.8,100.0,89.65,Pass,Technically capable with minor coaching needs.
AUD-002759,REQ-0099,TAL-0046,2026-07-14,In Person,86.7,77.6,61.7,81.9,78.43,Hold,Does not yet meet the production-specific performance threshold.
AUD-002760,REQ-0099,TAL-0319,2026-07-16,In Person,100.0,92.8,83.7,96.7,94.16,Pass,Technically capable with minor coaching needs.
AUD-002761,REQ-0099,TAL-0210,2026-07-14,Self-Tape,91.0,71.9,94.4,91.4,85.17,Pass,Technically capable with minor coaching needs.
AUD-002762,REQ-0099,TAL-0105,2026-07-16,In Person,100.0,89.7,85.1,89.1,92.29,Pass,Technically capable with minor coaching needs.
AUD-002763,REQ-0099,TAL-0440,2026-07-13,Self-Tape,89.4,81.2,84.1,71.8,83.19,Pass,Further assessment recommended before final casting.
AUD-002764,REQ-0099,TAL-0483,2026-07-12,In Person,89.4,90.5,73.4,25.0,77.88,Hold,Good ensemble awareness and reliable preparation.
AUD-002765,REQ-0099,TAL-0433,2026-07-14,In Person,96.2,76.9,88.0,83.2,86.34,Pass,Does not yet meet the production-specific performance threshold.
AUD-002766,REQ-0099,TAL-0255,2026-07-12,Live Video,83.1,70.8,68.3,83.8,76.35,Hold,Good ensemble awareness and reliable preparation.
AUD-002767,REQ-0099,TAL-0409,2026-07-13,Live Video,90.2,95.6,79.5,71.8,87.53,Pass,Strong fit for the production vocabulary.
AUD-002768,REQ-0099,TAL-0004,2026-07-13,Live Video,75.8,70.7,86.3,100.0,79.34,Hold,Does not yet meet the production-specific performance threshold.
AUD-002769,REQ-0099,TAL-0184,2026-07-12,In Person,73.7,81.2,92.4,83.3,80.96,Hold,Does not yet meet the production-specific performance threshold.
AUD-002770,REQ-0099,TAL-0169,2026-07-15,In Person,70.2,81.9,89.9,77.6,78.76,Hold,Further assessment recommended before final casting.
AUD-002771,REQ-0099,TAL-0413,2026-07-15,Self-Tape,65.9,73.0,86.4,100.0,76.78,Hold,Good ensemble awareness and reliable preparation.
AUD-002772,REQ-0099,TAL-0209,2026-07-16,In Person,83.0,97.9,69.5,100.0,88.02,Pass,Does not yet meet the production-specific performance threshold.
AUD-002773,REQ-0099,TAL-0345,2026-07-16,Self-Tape,80.1,83.3,88.3,77.2,82.26,Pass,Good ensemble awareness and reliable preparation.
AUD-002774,REQ-0099,TAL-0429,2026-07-15,Self-Tape,95.0,77.2,100.0,84.7,88.41,Pass,Good ensemble awareness and reliable preparation.
AUD-002775,REQ-0099,TAL-0107,2026-07-16,Live Video,100.0,100.0,89.5,90.8,96.82,Pass,Good ensemble awareness and reliable preparation.
AUD-002776,REQ-0099,TAL-0052,2026-07-15,Self-Tape,88.6,97.8,78.0,79.4,88.53,Pass,Technically capable with minor coaching needs.
AUD-002777,REQ-0099,TAL-0415,2026-07-15,In Person,69.5,79.0,84.5,70.0,75.5,Hold,Strong fit for the production vocabulary.
AUD-002778,REQ-0099,TAL-0362,2026-07-16,Technical Assessment,93.4,77.9,96.9,77.7,86.56,Pass,Further assessment recommended before final casting.
AUD-002779,REQ-0099,TAL-0218,2026-07-16,Technical Assessment,73.5,89.7,81.2,91.9,82.97,Pass,Further assessment recommended before final casting.
AUD-002780,REQ-0099,TAL-0269,2026-07-16,Self-Tape,90.0,100.0,72.5,90.5,90.32,Pass,Further assessment recommended before final casting.
AUD-002781,REQ-0099,TAL-0159,2026-07-15,In Person,61.3,76.7,88.8,83.3,74.57,Hold,Does not yet meet the production-specific performance threshold.
AUD-002782,REQ-0099,TAL-0333,2026-07-13,Live Video,94.1,96.0,91.8,76.7,91.9,Pass,Technically capable with minor coaching needs.
AUD-002783,REQ-0099,TAL-0286,2026-07-14,Live Video,78.4,79.2,81.9,76.9,79.09,Hold,Technically capable with minor coaching needs.
AUD-002784,REQ-0099,TAL-0376,2026-07-16,Technical Assessment,84.7,99.2,73.3,87.1,87.91,Pass,Technically capable with minor coaching needs.
AUD-002785,REQ-0099,TAL-0109,2026-07-16,Live Video,85.5,96.1,79.4,84.6,87.88,Pass,Does not yet meet the production-specific performance threshold.
AUD-002786,REQ-0099,TAL-0320,2026-07-15,Self-Tape,61.2,78.0,86.0,79.2,73.9,Hold,Further assessment recommended before final casting.
AUD-002787,REQ-0099,TAL-0357,2026-07-13,In Person,100.0,71.5,65.0,94.6,83.25,Pass,Good ensemble awareness and reliable preparation.
AUD-002788,REQ-0099,TAL-0464,2026-07-14,Live Video,61.4,80.8,77.6,88.0,74.64,Hold,Technically capable with minor coaching needs.
AUD-002789,REQ-0099,TAL-0026,2026-07-14,Self-Tape,72.8,90.9,87.0,25.0,74.82,Hold,Technically capable with minor coaching needs.
AUD-002790,REQ-0099,TAL-0356,2026-07-14,Self-Tape,83.6,100.0,87.0,83.9,89.83,Pass,Good ensemble awareness and reliable preparation.
AUD-002791,REQ-0099,TAL-0078,2026-07-15,Live Video,86.0,67.1,69.4,92.1,77.44,Hold,Good ensemble awareness and reliable preparation.
AUD-002792,REQ-0099,TAL-0359,2026-07-16,Self-Tape,96.0,77.2,65.9,68.4,80.33,Hold,Good ensemble awareness and reliable preparation.
AUD-002793,REQ-0099,TAL-0243,2026-07-15,Technical Assessment,88.8,82.1,74.4,93.3,84.56,Pass,Technically capable with minor coaching needs.
AUD-002794,REQ-0099,TAL-0172,2026-07-13,Self-Tape,69.7,69.1,91.1,86.6,75.71,Hold,Technically capable with minor coaching needs.
AUD-002795,REQ-0099,TAL-0226,2026-07-12,Technical Assessment,100.0,94.3,72.8,87.3,91.39,Pass,Does not yet meet the production-specific performance threshold.
AUD-002796,REQ-0099,TAL-0171,2026-07-14,In Person,71.8,91.9,72.3,88.2,81.02,Hold,Does not yet meet the production-specific performance threshold.
AUD-002797,REQ-0099,TAL-0466,2026-07-13,In Person,78.6,84.2,89.7,91.4,84.29,Pass,Strong fit for the production vocabulary.
AUD-002798,REQ-0099,TAL-0224,2026-07-16,In Person,100.0,85.0,75.4,86.0,88.51,Pass,Technically capable with minor coaching needs.
AUD-002799,REQ-0099,TAL-0007,2026-07-16,Self-Tape,100.0,87.2,80.8,85.5,90.16,Pass,Good ensemble awareness and reliable preparation.
AUD-002800,REQ-0099,TAL-0261,2026-07-14,Self-Tape,71.9,66.2,53.0,92.1,69.39,Fail,Good ensemble awareness and reliable preparation.
AUD-002801,REQ-0103,TAL-0358,2026-07-23,Self-Tape,63.7,59.3,87.7,80.2,68.83,Fail,Good ensemble awareness and reliable preparation.
AUD-002802,REQ-0103,TAL-0231,2026-07-22,In Person,86.9,94.5,74.2,95.5,88.4,Pass,Strong fit for the production vocabulary.
AUD-002803,REQ-0103,TAL-0076,2026-07-22,Live Video,100.0,87.0,92.2,74.1,90.55,Pass,Further assessment recommended before final casting.
AUD-002804,REQ-0103,TAL-0013,2026-07-26,Live Video,95.4,92.5,72.9,74.2,87.4,Pass,Technically capable with minor coaching needs.
AUD-002805,REQ-0103,TAL-0161,2026-07-24,Live Video,72.3,95.5,85.0,80.8,83.66,Hold,Technically capable with minor coaching needs.
AUD-002806,REQ-0103,TAL-0379,2026-07-24,In Person,100.0,100.0,100.0,78.6,97.0,Pass,Further assessment recommended before final casting.
AUD-002807,REQ-0103,TAL-0189,2026-07-25,Self-Tape,87.2,100.0,94.0,25.0,84.07,Hold,Technically capable with minor coaching needs.
AUD-002808,REQ-0103,TAL-0031,2026-07-23,Live Video,83.9,89.0,83.1,90.5,86.41,Hold,Strong fit for the production vocabulary.
AUD-002809,REQ-0103,TAL-0030,2026-07-24,Live Video,93.3,90.3,77.2,84.4,88.14,Pass,Does not yet meet the production-specific performance threshold.
AUD-002810,REQ-0103,TAL-0201,2026-07-25,In Person,68.9,62.7,80.1,65.9,68.39,Fail,Does not yet meet the production-specific performance threshold.
AUD-002811,REQ-0103,TAL-0162,2026-07-22,Self-Tape,95.6,94.0,66.9,25.0,80.01,Hold,Does not yet meet the production-specific performance threshold.
AUD-002812,REQ-0103,TAL-0284,2026-07-25,In Person,73.4,84.3,83.8,74.7,79.16,Hold,Further assessment recommended before final casting.
AUD-002813,REQ-0103,TAL-0291,2026-07-23,Live Video,91.1,91.1,91.2,86.5,90.47,Pass,Good ensemble awareness and reliable preparation.
AUD-002814,REQ-0103,TAL-0445,2026-07-24,In Person,81.5,100.0,76.5,75.5,86.05,Hold,Further assessment recommended before final casting.
AUD-002815,REQ-0103,TAL-0208,2026-07-25,Live Video,100.0,99.8,86.0,100.0,97.41,Pass,Technically capable with minor coaching needs.
AUD-002816,REQ-0103,TAL-0343,2026-07-25,Live Video,83.1,86.0,70.7,90.3,82.86,Hold,Further assessment recommended before final casting.
AUD-002817,REQ-0103,TAL-0019,2026-07-26,Live Video,91.8,93.6,79.6,83.6,89.07,Pass,Strong fit for the production vocabulary.
AUD-002818,REQ-0103,TAL-0280,2026-07-24,Live Video,81.3,91.2,75.4,77.2,83.03,Hold,Strong fit for the production vocabulary.
AUD-002819,REQ-0103,TAL-0270,2026-07-22,In Person,77.4,100.0,93.5,100.0,91.15,Pass,Strong fit for the production vocabulary.
AUD-002820,REQ-0103,TAL-0119,2026-07-22,Live Video,97.3,90.7,63.3,68.5,84.9,Hold,Strong fit for the production vocabulary.
AUD-002821,REQ-0103,TAL-0146,2026-07-22,Technical Assessment,80.4,80.1,83.4,75.7,80.18,Hold,Technically capable with minor coaching needs.
AUD-002822,REQ-0103,TAL-0425,2026-07-22,In Person,93.6,96.1,70.4,80.1,88.38,Pass,Further assessment recommended before final casting.
AUD-002823,REQ-0103,TAL-0394,2026-07-26,In Person,91.1,95.4,87.6,92.9,92.18,Pass,Strong fit for the production vocabulary.
AUD-002824,REQ-0103,TAL-0300,2026-07-23,Live Video,85.0,100.0,86.1,86.4,90.49,Pass,Further assessment recommended before final casting.
AUD-002825,REQ-0103,TAL-0111,2026-07-24,Self-Tape,85.2,91.3,68.3,100.0,86.3,Hold,Further assessment recommended before final casting.
AUD-002826,REQ-0103,TAL-0136,2026-07-22,Live Video,100.0,100.0,82.7,100.0,96.89,Pass,Does not yet meet the production-specific performance threshold.
AUD-002827,REQ-0103,TAL-0037,2026-07-24,In Person,84.9,94.4,61.5,87.2,84.24,Hold,Does not yet meet the production-specific performance threshold.
AUD-002828,REQ-0103,TAL-0114,2026-07-26,Self-Tape,79.4,76.8,87.5,100.0,82.86,Hold,Strong fit for the production vocabulary.
AUD-002829,REQ-0103,TAL-0225,2026-07-24,Technical Assessment,74.8,87.9,80.9,92.2,82.79,Hold,Technically capable with minor coaching needs.
AUD-002830,REQ-0103,TAL-0045,2026-07-25,Live Video,95.0,100.0,79.9,85.5,92.65,Pass,Good ensemble awareness and reliable preparation.
