credit_id,talent_id,fictional_client_id,production_title,production_type,role,start_date,end_date,city,country,contract_status,number_of_performances,contract_value_usd,rehearsal_attendance_rate,director_rating,technical_readiness_score,safety_compliance_score,incident_recorded,incident_severity,rehire_eligible,early_termination_party,early_termination_reason,skills_used,director_feedback
CRD-01224,TAL-0147,CLI-0092,Synchronized asymmetric extranet Ceremony,Large-Scale Parade,Props & Fabrication Specialist,2023-12-14,2024-04-24,Singapore,Singapore,Completed,7,67226.89,0.9138,3.52,84.9,92.2,False,None,False,,,Composite Materials|Large-Scale Puppets|Stage Automation|Sculpting|Metal Fabrication|Prop Fabrication,Adapted quickly to creative notes and technical changes.
CRD-01225,TAL-0040,CLI-0042,Cross-platform dedicated success Show,Resident Aquatic Show,High Diver,2025-05-23,2025-08-12,Toronto,Canada,Completed,72,65648.87,0.902,4.21,87.6,100.0,False,None,False,,,Dive Choreography|Wet-to-Dry Transitions,Adapted quickly to creative notes and technical changes.
CRD-01226,TAL-0388,CLI-0124,Reduced mobile groupware Parade,Integrated Resort Show,Acrobatic Performer,2021-12-09,2022-03-21,Seoul,South Korea,Completed,14,56407.23,0.9512,4.59,88.9,98.8,False,None,True,,,Tumbling|Ensemble Timing|Harness Work|Safety Spotting,Reliable under pressure and recommended for future productions.
CRD-01227,TAL-0399,CLI-0056,Multi-channeled clear-thinking secured line Parade,Cultural Landmark Ceremony,Projection Designer,2022-09-12,2023-01-25,Johannesburg,South Africa,Cancelled,1,136988.61,0.9579,2.32,89.1,94.4,False,None,False,Production,Visa delay,Previsualization|Timecode|Projection Design|Show Control,Adapted quickly to creative notes and technical changes.
CRD-01228,TAL-0208,CLI-0035,Streamlined disintermediate attitude Experience,Large-Scale Parade,Parkour Artist,2025-08-24,2025-10-22,Bangkok,Thailand,Completed,6,15915.97,0.9436,4.34,75.4,100.0,False,None,True,,,Parkour|Freerunning|Character Vocals|Urban Choreography,High-quality contribution with positive ensemble behaviour.
CRD-01229,TAL-0447,CLI-0063,Horizontal regional architecture Show,Urban Mega-Celebration,Tightrope Walker,2026-03-06,2026-04-24,Montreal,Canada,Completed,4,30905.39,0.9326,3.78,72.5,83.3,False,None,False,,,Height Rescue Familiarity|High Wire,Technically capable but required additional rehearsal support.
CRD-01230,TAL-0422,CLI-0087,Ergonomic foreground matrix Show,Themed Entertainment Spectacle,Scenic Designer,2022-05-03,2022-10-17,Abu Dhabi,UAE,Completed,3,153221.29,0.9394,4.02,86.6,98.4,False,None,False,,,Creative Visualization|Scenic Design,Strong rehearsal discipline and dependable show execution.
CRD-01231,TAL-0046,CLI-0091,Organized full-range pricing structure Experience,Themed Entertainment Spectacle,Lighting Designer,2022-06-12,2022-09-23,Bangkok,Thailand,Completed,9,103838.0,0.9194,4.56,92.3,96.3,False,None,False,,,Laser Integration|Previsualization|Lighting Design|Timecode|Programming Supervision,Strong rehearsal discipline and dependable show execution.
CRD-01232,TAL-0379,CLI-0107,Switchable fault-tolerant solution Show,Experiential Dining Show,Vocalist,2023-04-12,2023-09-17,Jeddah,Saudi Arabia,Completed,21,74982.39,0.8979,4.13,100.0,95.4,False,None,False,,,Click Track|Harmony Singing,Technically capable but required additional rehearsal support.
CRD-01233,TAL-0292,CLI-0077,Reduced coherent open system Experience,Large-Scale Parade,Strap Artist,2023-06-09,2023-06-26,Riyadh,Saudi Arabia,Early Termination,3,9809.63,0.976,3.54,81.9,100.0,False,None,False,Production,Performance readiness gap,Height Safety|Dynamic Drops,High-quality contribution with positive ensemble behaviour.
CRD-01234,TAL-0256,CLI-0060,Re-contextualized high-level workforce Spectacle,Opening Ceremony,Show Director,2025-09-06,2026-01-09,Johannesburg,South Africa,Completed,2,203607.25,0.9428,4.48,84.4,88.9,False,None,True,,,Show Direction|Creative Documentation|Cross-Department Leadership,Strong rehearsal discipline and dependable show execution.
CRD-01235,TAL-0028,CLI-0177,Intuitive interactive concept Spectacle,Large-Scale Parade,Parkour Artist,2023-09-01,2023-09-15,Manila,Philippines,Completed,11,6960.76,0.9726,4.3,86.6,88.6,False,None,True,,,Wall Runs|Parkour|Fall Technique|Precision Jumps,Technically capable but required additional rehearsal support.
CRD-01236,TAL-0013,CLI-0177,Adaptive foreground encryption Spectacle,Touring Arena Production,Acrobatic Performer,2025-05-16,2025-09-16,Jeddah,Saudi Arabia,Completed,171,84502.89,0.9315,4.61,91.1,100.0,False,None,True,,,Ensemble Timing|High Wire|Safety Spotting|Long-Line Walking|Character Interpretation|Teeterboard,Strong rehearsal discipline and dependable show execution.
CRD-01237,TAL-0152,CLI-0131,Face-to-face transitional support Show,Touring Arena Production,Aerial Artist,2024-05-19,2024-07-27,Riyadh,Saudi Arabia,Completed,129,35211.06,0.9213,4.61,88.2,100.0,False,None,False,,,Height Safety|Aerial Silks|Flying Harness|Cue Precision|Bungee Choreography,High-quality contribution with positive ensemble behaviour.
CRD-01238,TAL-0007,CLI-0109,Stand-alone intermediate focus group Experience,Opening Ceremony,Pyrotechnics Technician,2024-09-08,2024-12-29,Paris,France,Completed,8,160905.66,0.9575,3.32,85.8,99.6,False,None,False,,,Pyrotechnics|Authority Coordination|Firing Systems|Weather Monitoring|Misfire Procedures,Strong rehearsal discipline and dependable show execution.
CRD-01239,TAL-0030,CLI-0068,Multi-lateral client-driven service-desk Parade,Outdoor Multimedia Spectacle,Dancer,2025-05-22,2025-08-21,Abu Dhabi,UAE,Early Termination,0,39609.48,0.9875,2.68,91.9,88.5,False,None,False,Mutual,Schedule conflict,Bollywood Dance|Jazz Dance|Ballet,Adapted quickly to creative notes and technical changes.
CRD-01240,TAL-0235,CLI-0176,Upgradable full-range matrices Spectacle,Urban Mega-Celebration,Safety Manager,2025-04-03,2025-07-17,Mumbai,India,Completed,3,66294.59,0.9135,4.08,70.6,96.2,False,None,False,,,Document Control|Vendor Coordination|Budget Tracking,Performance met expectations with minor consistency notes.
CRD-01241,TAL-0026,CLI-0089,Persistent local help-desk Ceremony,Outdoor Multimedia Spectacle,Broadcast Technician,2026-01-23,2026-06-14,Amsterdam,Netherlands,Completed,19,128307.3,0.9749,4.09,87.6,95.3,False,None,False,,,Moving Lights|Site Safety|Misfire Procedures|Pyrotechnics,Technically capable but required additional rehearsal support.
CRD-01242,TAL-0003,CLI-0024,Vision-oriented fault-tolerant matrix Spectacle,Touring Arena Production,Strap Artist,2024-08-10,2024-11-12,Melbourne,Australia,Completed,83,28974.08,0.9292,3.84,74.4,100.0,False,None,False,,,Height Safety|Flying Systems,Technically capable but required additional rehearsal support.
CRD-01243,TAL-0477,CLI-0016,Reactive bi-directional conglomeration Ceremony,Resident Aquatic Show,Motorcycle Stunt Rider,2024-02-02,2024-06-29,Jeddah,Saudi Arabia,Completed,95,73182.19,0.9681,4.34,94.4,97.3,False,None,True,,,Choreographed Riding|Risk Assessment|Dynamic Drops|Precision Riding,Strong rehearsal discipline and dependable show execution.
CRD-01244,TAL-0074,CLI-0170,Stand-alone real-time artificial intelligence Parade,Large-Scale Parade,Puppeteer,2026-02-21,2026-06-26,Buenos Aires,Argentina,Completed with Notes,18,79769.42,0.9729,4.4,82.5,90.7,False,None,True,,,Creature Movement|Rod Puppetry|Ensemble Puppetry,High-quality contribution with positive ensemble behaviour.
CRD-01245,TAL-0263,CLI-0026,Grass-roots client-driven monitoring Ceremony,Resident Aquatic Show,Water Stage Technician,2022-02-07,2022-05-29,Abu Dhabi,UAE,Completed,16,74228.39,0.9862,4.05,90.4,96.3,False,None,False,,,Preventive Maintenance|Pool Operations|Underwater Communications,Adapted quickly to creative notes and technical changes.
CRD-01246,TAL-0248,CLI-0100,Exclusive empowering superstructure Show,Immersive Theatre,Associate Director,2026-01-21,2026-05-01,Toronto,Canada,Completed,11,85233.46,0.9304,4.39,78.3,97.3,False,None,True,,,Arrangement|Music Editing,Reliable under pressure and recommended for future productions.
CRD-01247,TAL-0108,CLI-0142,Self-enabling asynchronous superstructure Ceremony,Cultural Landmark Ceremony,Projection Designer,2023-01-16,2023-02-02,Seoul,South Korea,Early Termination,3,8789.73,0.9472,3.56,70.9,98.8,False,None,False,Talent,Schedule conflict,Creative Content Integration|Media Servers,High-quality contribution with positive ensemble behaviour.
CRD-01248,TAL-0418,CLI-0134,Compatible 3rdgeneration middleware Spectacle,Large-Scale Parade,BMX Rider,2025-06-21,2025-08-31,Dubai,UAE,Completed,17,50349.01,1.0,4.97,93.4,100.0,False,None,True,,,Protective Equipment|Jump Sequences,Strong rehearsal discipline and dependable show execution.
CRD-01249,TAL-0066,CLI-0085,Self-enabling 4thgeneration paradigm Ceremony,Integrated Resort Show,Acrobatic Performer,2023-11-06,2024-01-07,Dubai,UAE,Completed with Notes,10,46228.19,0.9023,4.31,100.0,90.9,False,None,False,,,Hand Balancing|Ensemble Timing|Chinese Pole|Safety Spotting,Adapted quickly to creative notes and technical changes.
CRD-01250,TAL-0288,CLI-0075,Reduced impactful throughput Show,Outdoor Multimedia Spectacle,Broadcast Technician,2023-07-15,2023-10-29,Riyadh,Saudi Arabia,Completed,16,56082.65,0.9468,4.69,87.5,89.8,False,None,True,,,Streaming|Intercom Systems|Weather Monitoring|Replay Systems|Redundancy Planning|Timecode,Strong rehearsal discipline and dependable show execution.
CRD-01251,TAL-0329,CLI-0131,Reverse-engineered didactic alliance Spectacle,Outdoor Multimedia Spectacle,Safety Manager,2024-06-13,2024-10-29,Amsterdam,Netherlands,Completed with Notes,4,187347.14,0.9369,4.08,82.3,95.1,False,None,False,,,Production Management|Risk Assessment|Client Reporting|Incident Investigation,Reliable under pressure and recommended for future productions.
CRD-01252,TAL-0398,CLI-0123,Reactive empowering moratorium Spectacle,Opening Ceremony,Choreographer,2025-09-01,2025-09-11,Hong Kong,Hong Kong,Cancelled,3,6220.43,0.9263,3.48,87.3,87.8,False,None,False,Talent,Visa delay,Show Maintenance|Cast Staging|Fabrication Oversight|Scenic Design|Water Stage Design|Material Specification,High-quality contribution with positive ensemble behaviour.
CRD-01253,TAL-0371,CLI-0071,Quality-focused methodical projection Ceremony,Cultural Landmark Ceremony,Composer,2024-10-12,2024-10-28,Tokyo,Japan,Completed,11,15586.45,0.9719,4.43,89.9,100.0,False,None,True,,,Orchestration|Cultural Music Research|Show Synchronization|Arrangement|Music Editing,Performance met expectations with minor consistency notes.
CRD-01254,TAL-0173,CLI-0115,Vision-oriented coherent hierarchy Ceremony,Themed Entertainment Spectacle,Puppeteer,2023-12-29,2024-04-07,Jeddah,Saudi Arabia,Early Termination,1,62177.01,0.9819,2.65,100.0,99.3,False,None,False,Talent,Performance readiness gap,Prop Handling|Backstage Coordination|Ensemble Puppetry,Adapted quickly to creative notes and technical changes.
CRD-01255,TAL-0216,CLI-0104,Object-based directional throughput Experience,Opening Ceremony,Show Director,2025-01-10,2025-07-10,Singapore,Singapore,Completed,18,231037.85,0.9248,4.73,90.4,78.0,False,None,False,,,Creative Documentation|Cue Integration|Narrative Development|Show Direction,Strong rehearsal discipline and dependable show execution.
CRD-01256,TAL-0488,CLI-0149,Reverse-engineered upward-trending frame Show,Large-Scale Parade,Parkour Artist,2023-08-07,2023-09-08,New York,United States,Completed,15,12174.04,0.9494,4.53,97.1,94.3,False,None,True,,,Harness Familiarity|Freerunning|Fall Technique|Safety Spotting,Performance met expectations with minor consistency notes.
CRD-01257,TAL-0140,CLI-0172,Devolved maximized middleware Parade,Urban Mega-Celebration,Tightrope Walker,2024-05-16,2024-07-18,Delhi,India,Completed,20,49874.87,1.0,4.29,86.7,98.1,False,None,True,,,Balance Performance|Tightrope,High-quality contribution with positive ensemble behaviour.
CRD-01258,TAL-0153,CLI-0069,Profound background infrastructure Ceremony,Resident Aquatic Show,High Diver,2025-05-16,2025-11-03,Hong Kong,Hong Kong,Completed,14,236857.15,0.9762,4.18,88.8,93.2,False,None,True,,,Platform Diving|Aquatic Rescue|Dive Choreography|Safety Briefings,Adapted quickly to creative notes and technical changes.
CRD-01259,TAL-0061,CLI-0038,Multi-lateral motivating access Show,Opening Ceremony,Pyrotechnics Technician,2025-07-11,2025-11-20,Sydney,Australia,Completed,2,76695.94,0.9722,4.36,92.2,97.9,False,None,True,,,Explosive Safety|Pyrotechnics|Firing Systems|Misfire Procedures,High-quality contribution with positive ensemble behaviour.
CRD-01260,TAL-0308,CLI-0098,Switchable disintermediate workforce Parade,Outdoor Multimedia Spectacle,Drone Show Technician,2023-07-19,2024-01-21,Amsterdam,Netherlands,Cancelled,4,217119.51,1.0,2.69,88.9,83.3,False,None,False,Talent,Visa delay,Fleet Management|Show Programming,Reliable under pressure and recommended for future productions.
CRD-01261,TAL-0219,CLI-0021,Seamless systemic concept Show,Outdoor Multimedia Spectacle,Safety Manager,2026-06-09,2026-06-17,Sydney,Australia,Completed,4,6050.97,1.0,4.6,95.4,82.5,False,None,True,,,Emergency Planning|Crowd Safety|Regulatory Compliance|Entertainment Safety,Reliable under pressure and recommended for future productions.
CRD-01262,TAL-0270,CLI-0060,Versatile multimedia challenge Parade,Integrated Resort Show,Aerial Artist,2022-01-28,2022-08-04,Delhi,India,Completed,20,53901.51,0.9492,4.99,83.7,99.0,False,None,True,,,Water Choreography|Aerial Hoop|Cue Precision|Aerial Silks,Strong rehearsal discipline and dependable show execution.
CRD-01263,TAL-0422,CLI-0057,Organized cohesive conglomeration Spectacle,Immersive Theatre,Associate Director,2023-02-06,2023-06-06,Abu Dhabi,UAE,Completed,4,136369.32,0.9096,4.62,76.1,95.8,False,None,False,,,Technical Drafting|Fabrication Oversight|Creative Documentation|Material Specification|Large-Scale Scenography,High-quality contribution with positive ensemble behaviour.
CRD-01264,TAL-0126,CLI-0032,Re-contextualized non-volatile protocol Parade,Resident Aquatic Show,Acrobatic Performer,2023-10-02,2023-11-29,Hong Kong,Hong Kong,Completed,67,14628.47,0.8999,4.7,84.1,100.0,False,None,False,,,Ensemble Timing|Acrobatic Partnering,Reliable under pressure and recommended for future productions.
CRD-01265,TAL-0493,CLI-0138,Digitized user-facing superstructure Ceremony,Large-Scale Parade,Props & Fabrication Specialist,2022-03-18,2022-08-07,Hong Kong,Hong Kong,Completed,6,102461.54,0.9145,4.47,99.7,97.3,False,None,False,,,Composite Materials|Sculpting|Large-Scale Puppets|Technical Drawings,Strong rehearsal discipline and dependable show execution.
CRD-01266,TAL-0134,CLI-0173,Polarized heuristic analyzer Ceremony,Themed Entertainment Spectacle,Automation Technician,2023-03-26,2023-04-23,Dubai,UAE,Completed,8,18329.84,0.9881,3.84,75.5,97.0,False,None,False,,,Motion Control|Preventive Maintenance|Hydraulic Integration,Strong rehearsal discipline and dependable show execution.
CRD-01267,TAL-0165,CLI-0004,Face-to-face well-modulated matrix Parade,Resident Aquatic Show,High Diver,2023-02-20,2023-06-23,Johannesburg,South Africa,Completed with Notes,77,39197.15,0.9209,4.74,93.7,95.1,False,None,False,,,Safety Spotting|Harness Familiarity|Dive Choreography|Trampoline,Adapted quickly to creative notes and technical changes.
CRD-01268,TAL-0175,CLI-0111,Focused asymmetric firmware Show,Resident Aquatic Show,Hydraulics Technician,2022-06-21,2022-10-14,Johannesburg,South Africa,Completed,177,72198.97,0.9332,4.34,73.2,94.5,False,None,False,,,Hydraulic Systems|Technical Documentation|Preventive Maintenance|Fault Diagnosis,High-quality contribution with positive ensemble behaviour.
CRD-01269,TAL-0245,CLI-0009,Multi-layered discrete analyzer Parade,Festival Headline Production,Vocalist,2022-08-13,2023-01-23,Mumbai,India,Completed,14,87731.9,0.9152,4.64,100.0,94.0,False,None,False,,,Live Vocals|In-Ear Monitoring,Technically capable but required additional rehearsal support.
CRD-01270,TAL-0481,CLI-0003,Synchronized demand-driven model Parade,Resident Aquatic Show,Motorcycle Stunt Rider,2023-12-22,2024-05-24,Abu Dhabi,UAE,Completed,37,156366.42,0.9423,3.99,71.3,98.9,False,None,False,,,Risk Assessment|Precision Riding,Strong rehearsal discipline and dependable show execution.
CRD-01271,TAL-0406,CLI-0117,Multi-lateral human-resource leverage Parade,Urban Mega-Celebration,Safety Manager,2022-08-11,2023-01-07,Manila,Philippines,Completed,14,135710.2,0.9955,4.35,82.6,92.6,False,None,True,,,Risk Assessment|Incident Investigation,High-quality contribution with positive ensemble behaviour.
CRD-01272,TAL-0247,CLI-0019,Persevering 6thgeneration analyzer Parade,Resident Aquatic Show,Stage Manager,2026-04-08,2026-05-20,Cape Town,South Africa,Completed,47,22805.07,0.9205,3.41,86.0,86.7,False,None,False,,,Accommodation Planning|Production Scheduling|Visa Coordination|Travel Logistics,Strong rehearsal discipline and dependable show execution.
CRD-01273,TAL-0152,CLI-0101,Streamlined fresh-thinking benchmark Experience,Outdoor Multimedia Spectacle,Aerial Artist,2023-09-18,2024-02-19,New York,United States,Completed,1,79119.49,1.0,4.4,74.6,100.0,True,Minor,False,,,Cue Precision|Aerial Silks,Technically capable but required additional rehearsal support.
CRD-01274,TAL-0283,CLI-0071,Triple-buffered multi-state productivity Show,Resident Aquatic Show,Aquatic Performer,2024-06-29,2024-08-23,Mumbai,India,Completed,146,23045.39,0.9257,4.17,96.5,96.1,False,None,False,,,Aquatic Rescue|Height Safety,Adapted quickly to creative notes and technical changes.
CRD-01275,TAL-0068,CLI-0086,Grass-roots user-facing firmware Show,Festival Headline Production,Production Coordinator,2025-01-28,2025-06-23,Riyadh,Saudi Arabia,Early Termination,0,144817.92,0.9252,2.89,89.8,96.8,False,None,False,Talent,Conduct issue,Document Control|Visa Coordination|Travel Logistics|Vendor Coordination|Cast Logistics,Adapted quickly to creative notes and technical changes.
CRD-01276,TAL-0290,CLI-0008,Reduced needs-based open system Ceremony,Large-Scale Parade,Acrobatic Performer,2022-03-01,2022-06-08,Seoul,South Korea,Completed,18,63434.19,0.9679,5.0,100.0,100.0,False,None,False,,,Harness Work|Teeterboard|Chinese Pole|Hand Balancing,Reliable under pressure and recommended for future productions.
CRD-01277,TAL-0440,CLI-0115,Enhanced homogeneous projection Experience,Experiential Dining Show,Costume Designer,2026-01-12,2026-02-16,Bangkok,Thailand,Completed,6,24224.13,0.9913,3.67,70.3,95.0,False,None,False,,,Waterproof Costumes|Character Design|Design Documentation|Vendor Coordination,Reliable under pressure and recommended for future productions.
CRD-01278,TAL-0289,CLI-0138,Multi-tiered high-level parallelism Experience,Experiential Dining Show,Character Performer,2025-07-17,2025-08-12,Berlin,Germany,Completed,17,24293.23,1.0,4.05,96.9,90.8,False,None,False,,,Risk Assessment|Emergency Stops|Ramp Jumps|Mask Performance|Precision Riding|Protective Equipment,Adapted quickly to creative notes and technical changes.
CRD-01279,TAL-0231,CLI-0111,Streamlined asynchronous model Experience,Large-Scale Parade,Trampoline Artist,2022-08-23,2022-10-05,Toronto,Canada,Completed,18,16968.27,0.9249,4.51,74.9,90.8,False,None,False,,,Trampoline|Air Awareness,Technically capable but required additional rehearsal support.
CRD-01280,TAL-0098,CLI-0111,Function-based homogeneous definition Experience,Integrated Resort Show,Musician,2023-05-12,2023-11-09,Barcelona,Spain,Completed,10,117867.45,0.9599,4.51,100.0,94.9,False,None,True,,,Height Rescue Familiarity|In-Ear Monitoring|Click Track|Night Rehearsals|Improvisation|Long-Line Walking,High-quality contribution with positive ensemble behaviour.
CRD-01281,TAL-0130,CLI-0045,Programmable impactful help-desk Show,Experiential Dining Show,Sound Designer,2022-10-31,2023-04-18,New York,United States,Completed,15,124892.67,0.9337,3.94,86.6,95.8,False,None,False,,,Previsualization|Show Control,Technically capable but required additional rehearsal support.
CRD-01282,TAL-0003,CLI-0062,Monitored mobile utilization Parade,Integrated Resort Show,Strap Artist,2023-04-03,2023-09-08,New York,United States,Completed,15,40685.84,0.9131,4.36,94.8,99.1,False,None,False,,,Landing Technique|Height Safety|Rigging Awareness|Cue Precision,High-quality contribution with positive ensemble behaviour.
CRD-01283,TAL-0151,CLI-0086,Polarized real-time ability Parade,Resident Aquatic Show,Motorcycle Stunt Rider,2024-04-25,2024-10-25,Toronto,Canada,Completed,53,175719.74,0.9979,4.22,84.7,95.5,False,None,True,,,Ramp Jumps|Show Cueing|Protective Equipment|Emergency Stops,Performance met expectations with minor consistency notes.
CRD-01284,TAL-0116,CLI-0028,Profit-focused client-driven intranet Experience,Large-Scale Parade,Trampoline Artist,2022-01-30,2022-05-08,Melbourne,Australia,Completed,20,24628.6,0.9056,3.87,76.3,100.0,False,None,False,,,Tumbling|Wall Trampoline|Contemporary Dance,High-quality contribution with positive ensemble behaviour.
CRD-01285,TAL-0305,CLI-0168,Down-sized discrete archive Show,Immersive Theatre,Show Director,2022-06-01,2022-12-07,Montreal,Canada,Completed with Notes,18,117756.85,1.0,4.47,82.6,87.3,True,Minor,False,,,Mobile Stage Design|Cross-Department Leadership|Material Specification|Technical Drafting|Water Stage Design|Creative Visualization,High-quality contribution with positive ensemble behaviour.
CRD-01286,TAL-0338,CLI-0146,Profound secondary focus group Parade,Large-Scale Parade,Trampoline Artist,2023-01-04,2023-06-09,Amsterdam,Netherlands,Completed,11,109248.96,0.9655,3.95,90.3,77.7,True,Minor,False,,,Wall Trampoline|Ensemble Timing|Safety Spotting|Tumbling|Trampoline,Performance met expectations with minor consistency notes.
CRD-01287,TAL-0070,CLI-0156,Extended coherent contingency Experience,Outdoor Multimedia Spectacle,Drone Show Technician,2025-03-21,2025-09-24,Jeddah,Saudi Arabia,Completed,18,111884.78,0.9106,4.83,72.9,100.0,False,None,False,,,Flight Planning|Fleet Management|Show Programming,Technically capable but required additional rehearsal support.
CRD-01288,TAL-0190,CLI-0009,Diverse high-level portal Experience,Outdoor Multimedia Spectacle,Broadcast Technician,2023-04-19,2023-08-26,Barcelona,Spain,Completed,16,31866.99,0.9275,4.06,70.4,98.2,False,None,False,,,Show Control|Streaming|Stage Automation,Strong rehearsal discipline and dependable show execution.
CRD-01289,TAL-0419,CLI-0129,Universal bottom-line protocol Experience,Festival Headline Production,SFX Technician,2023-12-22,2024-03-20,Montreal,Canada,Completed,10,28093.0,0.9376,4.74,81.3,97.0,True,Minor,False,,,Flame Effects|Effect Maintenance|Show Control|CO2 Effects,Performance met expectations with minor consistency notes.
CRD-01290,TAL-0416,CLI-0087,Focused intangible workforce Spectacle,Resident Aquatic Show,High Diver,2026-01-23,2026-02-06,Delhi,India,Completed,128,14269.62,0.9852,4.47,87.6,94.5,False,None,False,,,Water Entry Technique|Breath Control|Wet-to-Dry Transitions,Performance met expectations with minor consistency notes.
CRD-01291,TAL-0006,CLI-0081,Managed uniform budgetary management Ceremony,Outdoor Multimedia Spectacle,Safety Manager,2025-10-26,2025-12-27,Buenos Aires,Argentina,Completed,9,53770.3,1.0,3.93,89.5,100.0,False,None,False,,,Risk Assessment|Entertainment Safety|Budget Control|Regulatory Compliance|Crowd Safety|Incident Investigation,Performance met expectations with minor consistency notes.
CRD-01292,TAL-0343,CLI-0013,Polarized systematic matrices Show,Themed Entertainment Spectacle,Dancer,2023-12-19,2024-04-20,Paris,France,Completed,19,80794.95,0.9607,5.0,100.0,90.5,False,None,True,,,Bollywood Dance|Height Safety|Ballet|Night Rehearsals|Aerial Silks|Jazz Dance,Performance met expectations with minor consistency notes.
CRD-01293,TAL-0365,CLI-0158,Polarized demand-driven parallelism Experience,Themed Entertainment Spectacle,Automation Technician,2024-11-12,2025-05-17,Dubai,UAE,Completed,16,186604.69,0.96,4.93,90.9,100.0,False,None,True,,,Waterproofing|Stage Automation|Show Control|Hydraulic Integration|Motion Control|Preventive Maintenance,Adapted quickly to creative notes and technical changes.
CRD-01294,TAL-0078,CLI-0029,Diverse secondary installation Spectacle,Themed Entertainment Spectacle,SFX Technician,2025-11-01,2026-04-30,Buenos Aires,Argentina,Completed,13,82312.06,1.0,3.44,73.0,97.9,False,None,False,,,Show Control|Water Effects|Confetti Systems|Flame Effects|CO2 Effects,Adapted quickly to creative notes and technical changes.
CRD-01295,TAL-0351,CLI-0076,Ameliorated dynamic analyzer Show,Outdoor Multimedia Spectacle,Pyrotechnics Technician,2023-02-04,2023-02-18,New York,United States,Completed,11,15334.54,0.9746,4.9,90.9,100.0,False,None,True,,,Cue Programming|Weather Monitoring|Authority Coordination|Explosive Safety,Strong rehearsal discipline and dependable show execution.
CRD-01296,TAL-0278,CLI-0056,De-engineered object-oriented parallelism Show,Large-Scale Parade,Costume Technician,2025-03-31,2025-08-29,Macau,Macau,Completed,20,89885.79,0.9609,3.85,97.1,99.6,False,None,False,,,Waterproofing|Laundry Operations|Wardrobe Maintenance|Costume Construction,Reliable under pressure and recommended for future productions.
CRD-01297,TAL-0112,CLI-0119,Diverse client-driven product Ceremony,Large-Scale Parade,Parkour Artist,2022-12-11,2023-05-19,Manila,Philippines,Completed,4,61432.32,0.9111,4.35,77.5,99.7,False,None,False,,,Precision Jumps|Fall Technique|Urban Choreography|Wall Runs|Harness Familiarity,Reliable under pressure and recommended for future productions.
CRD-01298,TAL-0022,CLI-0155,Profound 6thgeneration orchestration Show,Outdoor Multimedia Spectacle,Drone Show Technician,2023-07-23,2023-12-08,Barcelona,Spain,Completed,3,98135.63,1.0,3.97,80.9,100.0,False,None,False,,,Show Programming|Fleet Management,High-quality contribution with positive ensemble behaviour.
CRD-01299,TAL-0236,CLI-0085,Digitized analyzing concept Ceremony,Themed Entertainment Spectacle,Automation Technician,2025-08-18,2025-10-27,Bangkok,Thailand,Completed,2,33066.2,0.8882,4.97,100.0,100.0,False,None,False,,,Hydraulic Integration|Stage Automation|Preventive Maintenance|Fault Diagnosis,Technically capable but required additional rehearsal support.
CRD-01300,TAL-0497,CLI-0093,Fundamental contextually-based model Experience,Themed Entertainment Spectacle,SFX Technician,2023-10-21,2024-01-16,Barcelona,Spain,Completed with Notes,10,48462.77,0.9747,5.0,76.4,100.0,False,None,True,,,CO2 Effects|Risk Assessment|Show Control|Confetti Systems|Water Effects,Technically capable but required additional rehearsal support.
CRD-01301,TAL-0409,CLI-0107,Open-architected radical open system Experience,Themed Entertainment Spectacle,Lighting Designer,2023-03-06,2023-05-05,Orlando,United States,Completed,14,42530.11,1.0,4.41,72.4,97.4,False,None,True,,,Previsualization|Programming Supervision|Lighting Design|Timecode|Laser Integration,Strong rehearsal discipline and dependable show execution.
CRD-01302,TAL-0055,CLI-0116,Sharable 3rdgeneration success Ceremony,Integrated Resort Show,Musician,2023-07-18,2023-11-08,Mumbai,India,Completed,18,28420.84,0.9749,4.39,88.8,87.5,False,None,False,,,Partnering|Live Performance,High-quality contribution with positive ensemble behaviour.
CRD-01303,TAL-0054,CLI-0083,Upgradable stable forecast Experience,Large-Scale Parade,BMX Rider,2024-11-11,2025-04-10,Sydney,Australia,Completed,21,72414.41,0.9654,4.31,96.3,99.3,False,None,True,,,Show Cueing|Risk Assessment,Strong rehearsal discipline and dependable show execution.
CRD-01304,TAL-0040,CLI-0109,Configurable didactic knowledge user Spectacle,Resident Aquatic Show,Motorcycle Stunt Rider,2025-09-07,2026-02-25,Cape Town,South Africa,Completed,67,127266.44,0.8964,4.41,97.6,96.6,False,None,False,,,Wet-to-Dry Transitions|Dive Choreography|Breath Control|High Diving|Platform Diving,Technically capable but required additional rehearsal support.
CRD-01305,TAL-0144,CLI-0075,Robust methodical matrices Experience,Integrated Resort Show,Bungee Performer,2024-07-20,2024-09-22,Toronto,Canada,Completed,12,40673.49,0.9771,4.0,78.7,91.8,False,None,False,,,Bungee Choreography|Harness Work|Partnering|Dynamic Drops|Emergency Procedures,High-quality contribution with positive ensemble behaviour.
CRD-01306,TAL-0047,CLI-0129,Down-sized directional installation Experience,Integrated Resort Show,Costume Technician,2022-07-03,2022-08-14,Montreal,Canada,Completed with Notes,2,35879.24,0.9568,5.0,86.6,100.0,False,None,True,,,Quick Changes|Fittings,Reliable under pressure and recommended for future productions.
